"Survey ID","User ID","Start time","Submission time","Time to complete","Meal ID","Meal name","Food ID","Search term","Intake24 food code","Food description","NDNS food code","Food group code","Food group","Ready meal","Brand","Serving size (g/ml)","Serving image","Leftovers (g/ml)","Leftovers image","Portion size (g/ml)","Reasonable amount","protein","fat","carbohydrate","energy_kcal","energy_kj","alcohol","total_sugars","nmes","satd_fa","cholesterol","vitamin_a","vitamin_d","vitamin_c","vitamin_e","folate","sodium","calcium","iron","zinc","selenium"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","2","Lunch","7","tomatos","RTOM","Tomatoes, raw","1931","73","Fresh fruit","no","N/A","132.00","N/A","0.00","N/A","132.00","yes","0.92","0.40","4.09","22.44","96.36","0.00","4.09","0.00","0.08","0.00","124.08","0.00","22.44","1.58","29.04","11.88","9.24","0.66","0.13","0.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","2","Lunch","8","salt","SALT","Salt","2522","98","Salt","no","N/A","1.25","N/A","0.00","N/A","1.25","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","491.25","0.06","0.00","0.00","0.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","2","Lunch","9","orange juice","OJCC","Fresh orange juice, from concentrate","2334","86","Fruit juices e.g. fresh orange juice","no","Tesco ","200.05","N/A","0.00","N/A","200.05","yes","1.40","0.20","25.61","104.03","440.11","0.00","25.61","25.61","0.04","0.00","6.00","0.00","70.02","0.40","38.01","20.01","20.01","0.40","0.00","2.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","2","Lunch","10","water","SMWB","Bottled mineral water, still or fizzy","8333","90","Water","no","N/A","199.99","N/A","0.00","N/A","199.99","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","3","Afternoon snack or drink","0","corn bread","FRCH","French stick (baguette)","127","1","White bread/rolls","no","N/A","264.00","N/A","0.00","N/A","264.00","yes","24.29","4.75","149.69","699.60","2983.20","0.00","7.66","0.00","0.90","0.00","0.00","0.00","0.00","0.53","76.56","1615.68","298.32","3.70","1.85","15.84"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","3","Afternoon snack or drink","1","olive oil","OLVE","Olive oil","874","36","Oils: vegetable oil, olive oil","no","N/A","33.80","N/A","0.00","N/A","33.80","yes","0.00","33.77","0.00","303.86","1249.25","0.00","0.00","0.00","4.83","0.00","0.00","0.00","0.00","1.72","0.00","0.00","0.00","0.14","0.00","0.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","3","Afternoon snack or drink","2","butter","BTUS","Butter, Unsalted","852","30","Butter: includes half fat butter and other animal fats (e.g. lard)","no","N/A","12.00","https://intake24.co.uk/intake24-images/butter/butk5.jpg","0.00","N/A","12.00","yes","0.08","9.91","0.07","89.76","369.00","0.00","0.07","0.00","6.40","27.72","138.36","0.11","0.00","0.24","0.00","0.96","2.16","0.00","0.00","0.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","3","Afternoon snack or drink","3","tea","BTEA","Tea","2314","91","Tea (excluding added sugar)","no","N/A","333.50","N/A","0.00","N/A","333.50","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.68","0.00","0.00","0.00","0.00","0.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","3","Afternoon snack or drink","4","associated food prompt","WSGR","White sugar","2205","83","Table sugar: demerara, white","no","N/A","11.70","N/A","0.00","N/A","11.70","yes","0.00","0.00","12.29","46.10","196.56","0.00","12.29","12.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.59","0.59","0.01","0.01","0.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","4","Evening meal","0","rice","WRCE","White rice","55","9","Rice","no","N/A","190.83","https://intake24.co.uk/intake24-images/RiceBo5.jpg","0.00","N/A","190.83","yes","5.72","0.76","66.22","278.61","1186.96","0.00","0.00","0.00","0.17","0.00","0.00","0.00","0.00","0.00","11.45","11.45","38.17","0.19","0.57","13.36"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","4","Evening meal","1","milk","KMLK","Skimmed milk","613","22","Skimmed milks: includes dried and longlife skimmed","no","N/A","300.01","N/A","0.00","N/A","300.01","yes","10.50","0.90","14.70","105.00","444.02","0.00","14.70","0.00","0.51","12.00","6.00","0.00","6.00","0.00","39.00","138.01","372.02","0.00","1.50","3.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","4","Evening meal","2","sugar","WSGR","White sugar","2205","83","Table sugar: demerara, white","no","N/A","11.70","N/A","0.00","N/A","11.70","yes","0.00","0.00","12.29","46.10","196.56","0.00","12.29","12.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.59","0.59","0.01","0.01","0.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","5","Late snack or drink","0","apple","EAPF","Apples - skin was not eaten","1951","73","Fresh fruit","no","N/A","155.00","N/A","0.00","N/A","155.00","yes","0.62","0.16","17.36","69.75","294.50","0.00","17.36","0.00","0.03","0.00","4.65","0.00","6.20","0.47","1.55","4.65","4.65","0.16","0.16","0.00"
"53ce4493e4b0891e3f2f13d7","demo65","22/07/14 06:10","22/07/14 07:01","50 min","5","Late snack or drink","1","water","SMWB","Bottled mineral water, still or fizzy","8333","90","Water","no","N/A","226.01","N/A","20.14","N/A","205.87","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","0","Breakfast","0","toast","BRWT","Toast, brown bread","107","2","Brown and wholemeal bread/rolls","no","N/A","74.00","N/A","0.00","N/A","74.00","yes","8.66","2.37","42.33","214.60","913.16","0.00","4.22","0.00","0.46","0.00","0.00","0.00","0.00","0.00","41.44","374.44","170.20","2.00","1.18","2.96"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","0","Breakfast","1","associated food prompt","BTST","Butter, Salted","851","30","Butter: includes half fat butter and other animal fats (e.g. lard)","no","N/A","2.00","https://intake24.co.uk/intake24-images/butter/butk1.jpg","0.00","N/A","2.00","yes","0.01","1.64","0.01","14.82","60.96","0.00","0.01","0.00","1.06","4.44","18.20","0.02","0.00","0.04","0.00","12.12","0.36","0.00","0.00","0.00"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","0","Breakfast","2","associated food prompt","JAME","Jam, raspberry/ strawberry/ blackberry","2215","82","Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping","no","N/A","6.00","https://intake24.co.uk/intake24-images/Gjam01.jpg","0.00","N/A","6.00","yes","0.04","0.00","3.77","14.28","60.96","0.00","3.77","3.69","0.00","0.00","0.00","0.00","0.60","0.00","0.00","1.74","0.72","0.01","0.00","0.00"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","0","Breakfast","3","coffee","CFFB","Coffee","2307","92","Coffee (excluding added sugar)","no","N/A","317.90","N/A","0.00","N/A","317.90","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.18","9.54","0.32","0.32","0.00"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","1","Early snack or drink","0","apple","PINK","Pink Lady apple - skin was eaten","1952","73","Fresh fruit","no","N/A","185.00","N/A","0.00","N/A","185.00","yes","0.74","0.19","21.83","86.95","368.15","0.00","21.83","0.00","0.04","0.00","5.55","0.00","11.10","1.11","1.85","5.55","7.40","0.19","0.19","0.00"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","1","Early snack or drink","1","coffee","CFFB","Coffee","2307","92","Coffee (excluding added sugar)","no","N/A","317.90","N/A","0.00","N/A","317.90","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.18","9.54","0.32","0.32","0.00"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","2","Lunch","0","cheese and salad sandwich","CTRO","Cheese topped roll","6976","1","White bread/rolls","no","N/A","71.00","N/A","0.00","N/A","71.00","yes","7.60","5.75","31.67","200.93","849.87","0.00","1.70","0.00","2.86","7.81","29.11","0.04","0.00","0.43","21.30","396.89","158.33","0.85","0.85","4.26"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","2","Lunch","1","sparkling water","SMWB","Bottled mineral water, still or fizzy","8333","90","Water","no","N/A","277.54","N/A","0.00","N/A","277.54","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","3","Evening meal","0","grilled salmon","SMSD","Salmon, steamed","1520","54","Oily fish","no","N/A","92.00","https://intake24.co.uk/intake24-images/GSalm03.jpg","0.00","N/A","92.00","yes","21.71","17.02","0.00","240.12","999.12","0.00","0.00","0.00","3.05","69.92","16.56","4.82","0.00","4.14","5.52","44.16","10.12","0.28","0.46","18.40"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","3","Evening meal","1","green salad","GREK","Greek Salad","8084","72","Dressed salad dishes: potato salad, Greek salad, waldorf salad","no","N/A","230.00","N/A","0.00","N/A","230.00","yes","4.37","1.15","5.29","50.60","211.60","0.00","5.06","0.00","0.18","0.00","715.30","0.00","58.65","1.38","225.40","167.90","243.80","2.99","0.92","2.30"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","3","Evening meal","2","new potatoes","NPTB","New potatoes skins eaten, boiled / steamed / microwaved,","1830","65","Other potatoes","no","N/A","89.70","https://intake24.co.uk/intake24-images/NewBo3.jpg","0.00","N/A","89.70","yes","1.26","0.27","13.81","59.20","252.06","0.00","0.90","0.00","0.09","0.00","0.00","0.00","8.07","0.09","17.04","8.97","11.66","1.44","0.27","0.90"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","3","Evening meal","3","associated food prompt","BTST","Butter, Salted","851","30","Butter: includes half fat butter and other animal fats (e.g. lard)","no","N/A","5.00","https://intake24.co.uk/intake24-images/butter/butk3.jpg","0.00","N/A","5.00","yes","0.03","4.09","0.03","37.05","152.40","0.00","0.03","0.00","2.65","11.10","45.50","0.04","0.00","0.10","0.00","30.30","0.90","0.00","0.01","0.00"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","3","Evening meal","4","salad dressing","DRSS","Salad dressing","9391","97","Other sauces e.g. vinegar, salad cream, tartare sauce, cook-in-canned sauce","no","N/A","16.90","N/A","0.00","N/A","16.90","yes","0.02","8.35","1.64","81.29","335.30","0.00","0.93","0.93","1.35","0.00","0.00","0.00","0.00","3.46","0.00","118.30","1.01","0.15","0.02","0.00"
"53e0a3cce4b0891e3f2f13e6","demo73","05/08/14 05:22","05/08/14 05:28","6 min","3","Evening meal","5","dry white wine","DWWN","Dry white wine","8354","94","Alcohol","no","N/A","86.07","N/A","0.00","N/A","86.07","yes","0.09","0.00","0.52","63.69","267.67","8.86","0.52","0.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.44","7.75","0.43","0.00","0.00"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","0","Breakfast","0","granola","GRAN","Granola","8156","7","Other breakfast cereals: muesli, bran flakes","no","N/A","37.50","N/A","0.00","N/A","37.50","yes","3.22","3.30","29.40","153.00","647.63","0.00","10.01","7.91","1.05","0.00","0.00","0.00","0.04","0.56","7.13","4.88","15.00","1.01","0.60","0.75"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","0","Breakfast","1","banana","BANA","Bananas","1977","73","Fresh fruit","no","N/A","218.00","N/A","0.00","N/A","218.00","yes","2.62","0.65","50.58","207.10","878.54","0.00","45.56","0.00","0.24","0.00","8.72","0.00","23.98","0.65","30.52","2.18","13.08","0.65","0.44","2.18"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","0","Breakfast","2","yoghurt","LFNP","Natural yoghurt, low fat","705","18","Low fat yoghurt/fromage frais","no","N/A","80.10","N/A","0.00","N/A","80.10","yes","4.25","1.44","6.17","52.87","222.68","0.00","6.17","0.00","0.84","0.80","9.61","0.06","0.00","0.00","4.01","50.46","129.76","0.08","0.48","1.60"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","0","Breakfast","3","blueberries","BLUE","Blueberries","1980","73","Fresh fruit","no","N/A","50.00","N/A","0.00","N/A","50.00","yes","0.30","0.10","3.45","15.00","64.00","0.00","3.45","0.00","0.00","0.00","2.50","0.00","8.50","1.20","3.00","1.50","6.00","0.25","0.10","0.00"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","0","Breakfast","4","tea","BTEA","Tea","2314","91","Tea (excluding added sugar)","no","N/A","286.11","N/A","0.00","N/A","286.11","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.31","0.00","0.00","0.00","0.00","0.00"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","0","Breakfast","5","associated food prompt","CTSM","Skimmed milk","613","22","Skimmed milks: includes dried and longlife skimmed","no","N/A","31.79","N/A","0.00","N/A","31.79","yes","1.11","0.10","1.56","11.13","47.05","0.00","1.56","0.00","0.05","1.27","0.64","0.00","0.64","0.00","4.13","14.62","39.42","0.00","0.16","0.32"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","1","Early snack or drink","0","medley bar","NUTR","Nutrigrain bar","8442","8","Breakfast alternatives: nutrigrain bar, pop tart, breakfast cereal bars","no","N/A","37.00","N/A","0.00","N/A","37.00","yes","1.96","5.96","24.09","152.07","639.36","0.00","12.06","10.80","0.97","0.37","0.37","0.00","0.00","1.15","37.00","20.72","15.17","1.81","0.37","0.37"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","1","Early snack or drink","1","tea","BTEA","Tea","2314","91","Tea (excluding added sugar)","no","N/A","286.11","N/A","0.00","N/A","286.11","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.31","0.00","0.00","0.00","0.00","0.00"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","1","Early snack or drink","2","associated food prompt","CTSM","Skimmed milk","613","22","Skimmed milks: includes dried and longlife skimmed","no","N/A","31.79","N/A","0.00","N/A","31.79","yes","1.11","0.10","1.56","11.13","47.05","0.00","1.56","0.00","0.05","1.27","0.64","0.00","0.64","0.00","4.13","14.62","39.42","0.00","0.16","0.32"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","2","Lunch","0","tuna mayonnaise","TUNW","Tuna in springwater, tinned","3960","55","Other white fish","no","N/A","67.50","N/A","0.00","N/A","67.50","yes","16.81","0.68","0.00","73.58","310.50","0.00","0.00","0.00","0.20","31.72","17.55","0.74","0.00","0.27","2.03","202.50","6.75","1.01","0.61","46.57"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","2","Lunch","1","bread","BSLC","Brown bread","102","2","Brown and wholemeal bread/rolls","no","N/A","37.00","N/A","0.00","N/A","37.00","yes","3.52","0.96","17.13","86.95","370.00","0.00","1.70","0.00","0.19","0.00","0.00","0.00","0.00","0.00","16.65","151.70","68.82","0.81","0.48","1.48"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","2","Lunch","2","water","TWTR","Water (from tap, including filtered)","5000","90","Water","no","N/A","291.37","N/A","0.00","N/A","291.37","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","3","Afternoon snack or drink","0","satsuma","TNGS","Tangerines / mandarins / clementines/ satsumas","2157","73","Fresh fruit","no","N/A","264.00","N/A","0.00","N/A","264.00","yes","2.38","0.26","22.97","97.68","417.12","0.00","22.97","0.00","0.05","0.00","34.32","0.00","142.56","0.53","47.52","10.56","81.84","0.26","0.26","2.64"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","3","Afternoon snack or drink","1","pear","EPER","Pears, including eating the skin","2240","73","Fresh fruit","no","N/A","102.00","N/A","0.00","N/A","102.00","yes","0.31","0.10","10.20","40.80","172.38","0.00","10.20","0.00","0.02","0.00","3.06","0.00","6.12","0.51","2.04","3.06","11.22","0.20","0.10","0.00"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","3","Afternoon snack or drink","2","vimto","VIST","Vimto, still","2357","87","Fruit drink, ready to drink (sweetened)e.g. sunny delight, umbongo, five alive","no","N/A","488.50","N/A","0.00","N/A","488.50","yes","1.47","0.49","45.92","180.75","776.72","0.00","45.92","45.92","0.10","0.00","4.89","0.00","104.54","0.49","53.74","34.20","48.85","0.98","0.00","4.89"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","4","Evening meal","0","chicken","CHFT","Chicken breast fillet","5127","45","Chicken/Turkey dishes","no","N/A","102.00","N/A","0.00","N/A","102.00","yes","32.64","2.24","0.00","150.96","638.52","0.00","0.00","0.00","0.60","95.88","0.00","0.31","0.00","0.20","6.12","56.10","6.12","0.41","0.82","16.32"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","4","Evening meal","1","vegetables","STFR","Stir fried vegetables","8390","70","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","no","N/A","109.00","https://intake24.co.uk/intake24-images/m134.jpg","0.00","N/A","109.00","yes","2.18","3.92","6.98","69.76","294.30","0.00","4.25","0.00","0.60","0.00","21.80","0.00","8.72","0.76","17.44","11.99","32.70","0.55","0.33","0.00"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","4","Evening meal","2","noodles","ENDL","Noodles, boiled (not supernoodles)","32","105","Noodles and noodle dishes","no","N/A","91.90","https://intake24.co.uk/intake24-images/Nood1.jpg","0.00","N/A","91.90","yes","5.33","0.92","32.81","152.55","649.73","0.00","0.00","0.00","0.14","0.92","0.00","0.11","0.00","0.28","5.51","129.58","39.52","1.01","0.55","9.19"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","4","Evening meal","3","vimto","VIST","Vimto, still","2357","87","Fruit drink, ready to drink (sweetened)e.g. sunny delight, umbongo, five alive","no","N/A","488.50","N/A","0.00","N/A","488.50","yes","1.47","0.49","45.92","180.75","776.72","0.00","45.92","45.92","0.10","0.00","4.89","0.00","104.54","0.49","53.74","34.20","48.85","0.98","0.00","4.89"
"53f1ea08e4b0891e3f2f1442","demo77","18/08/14 07:30","18/08/14 07:56","25 min","5","Late snack or drink","0","hot chocolate","DCSM","Hot chocolate made with skimmed milk","8064","93","Other hot drinks water and milk based e.g. hot chocolate, ovaltine","no","N/A","325.38","N/A","0.00","N/A","325.38","yes","13.02","2.28","61.17","299.35","1278.74","0.00","61.17","48.16","1.20","9.76","3.25","0.00","2.60","0.00","32.54","257.05","354.66","1.95","4.56","3.25"
"54045529e4b0891e3f2f149c","demo78","01/09/14 07:12","01/09/14 07:14","2 min","0","Breakfast","0","apple","DRAP","Dried apple","1960","74","Dried fruit","no","N/A","40.00","N/A","0.00","N/A","40.00","yes","0.80","0.20","24.04","95.20","405.60","0.00","24.04","12.00","0.04","0.00","6.00","0.00","0.00","0.60","0.00","6.40","6.40","0.20","0.20","0.00"
"54045529e4b0891e3f2f149c","demo78","01/09/14 07:12","01/09/14 07:14","2 min","0","Breakfast","1","banana","BANA","Bananas","1977","73","Fresh fruit","no","N/A","372.00","N/A","0.00","N/A","372.00","yes","4.46","1.12","86.30","353.40","1499.16","0.00","77.75","0.00","0.41","0.00","14.88","0.00","40.92","1.12","52.08","3.72","22.32","1.12","0.74","3.72"
"54045529e4b0891e3f2f149c","demo78","01/09/14 07:12","01/09/14 07:14","2 min","0","Breakfast","2","cofffee","CFFB","Coffee","2307","92","Coffee (excluding added sugar)","no","N/A","436.33","N/A","109.14","N/A","327.20","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.27","9.82","0.33","0.33","0.00"
"54045529e4b0891e3f2f149c","demo78","01/09/14 07:12","01/09/14 07:14","2 min","0","Breakfast","3","associated food prompt","WSGR","White sugar","2205","83","Table sugar: demerara, white","no","N/A","45.00","N/A","0.00","N/A","45.00","yes","0.00","0.00","47.25","177.30","756.00","0.00","47.25","47.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.25","2.25","0.05","0.05","0.00"
"54045529e4b0891e3f2f149c","demo78","01/09/14 07:12","01/09/14 07:14","2 min","0","Breakfast","4","associated food prompt","CTWM","Whole milk","602","23","Whole milks: includes longlife whole, dried whole & any soya or goats milk","no","N/A","83.11","N/A","20.79","N/A","62.32","yes","2.12","2.43","2.43","39.26","170.14","0.00","2.43","0.00","1.51","8.10","24.93","0.00","1.25","0.06","2.49","27.42","72.29","0.00","0.25","0.62"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","0","Breakfast","0","Grapefruit","GPFT","Grapefruit","2045","73","Fresh fruit","no","N/A","132.00","N/A","0.00","N/A","132.00","yes","1.06","0.13","8.98","39.60","166.32","0.00","8.98","0.00","0.04","0.00","3.96","0.00","47.52","0.26","34.32","3.96","30.36","0.13","0.00","1.32"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","0","Breakfast","1","bran flakes","ALLB","All bran","202","7","Other breakfast cereals: muesli, bran flakes","no","N/A","32.00","https://intake24.co.uk/intake24-images/cereal/flakeC2.jpg","0.00","N/A","32.00","yes","3.20","0.64","23.20","105.60","449.28","0.00","7.36","5.57","0.16","0.00","0.00","1.34","0.00","0.32","106.88","128.00","9.92","3.71","0.80","1.92"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","0","Breakfast","2","associated food prompt","CSML","Semi skimmed milk (on cereal)","608","21","Semi-skimmed milks: includes longlife semi-skimmed","no","N/A","240.77","N/A","0.00","N/A","240.77","yes","8.43","4.09","9.39","105.94","445.42","0.00","9.39","0.00","2.58","16.85","38.52","0.00","4.82","0.24","9.63","103.53","286.51","0.00","0.96","0.00"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","0","Breakfast","3","Tea","BTEA","Tea","2314","91","Tea (excluding added sugar)","no","N/A","229.22","N/A","0.00","N/A","229.22","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.46","0.00","0.00","0.00","0.00","0.00"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","0","Breakfast","4","associated food prompt","CTSS","Semi skimmed milk","608","21","Semi-skimmed milks: includes longlife semi-skimmed","no","N/A","25.47","N/A","0.00","N/A","25.47","yes","0.89","0.43","0.99","11.21","47.12","0.00","0.99","0.00","0.27","1.78","4.07","0.00","0.51","0.03","1.02","10.95","30.31","0.00","0.10","0.00"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","0","Breakfast","5","orange juice","ORJB","Fresh orange juice, freshly squeezed","2339","86","Fruit juices e.g. fresh orange juice","no","Tropicana","256.10","N/A","0.00","N/A","256.10","yes","1.54","0.00","20.74","84.51","358.53","0.00","20.74","20.74","0.00","0.00","7.68","0.00","122.93","0.51","71.71","5.12","30.73","0.77","0.00","2.56"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","1","Early snack or drink","0","water","TWTR","Water (from tap, including filtered)","5000","90","Water","no","N/A","1500.00","N/A","0.00","N/A","1500.00","no","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","2","Lunch","0","compound food template","FJWH","White wrap/Tortilla","6838","4","Other breads <8g/100g fat: bagel, chapatis (made without fat), milk bread, grilled papadums, pitta, rye bread, soda, flour tortillas, crumpets","no","N/A","65.00","N/A","0.00","N/A","65.00","yes","5.40","4.88","35.82","199.55","844.35","0.00","1.63","0.00","2.07","0.00","0.00","0.00","0.00","0.13","16.25","396.50","96.20","1.04","0.39","1.95"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","2","Lunch","1","compound food template","HALO","Halloumi","6981","28","Other cheese: edam, cheddar","no","N/A","21.00","https://intake24.co.uk/intake24-images/cheese/chesl3.jpg","0.00","N/A","21.00","yes","5.02","4.94","0.19","65.10","270.90","0.00","0.19","0.00","3.48","19.32","67.62","0.02","0.00","0.13","8.40","252.00","166.74","0.00","0.78","2.52"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","2","Lunch","2","compound food template","LTTC","Lettuce","1762","70","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","no","N/A","27.85","https://intake24.co.uk/intake24-images/Lett5.jpg","0.00","N/A","27.85","yes","0.22","0.14","0.47","3.90","16.43","0.00","0.47","0.00","0.02","0.00","47.62","0.00","1.39","0.17","15.32","0.84","7.80","0.19","0.06","0.28"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","2","Lunch","3","grapes","RGPS","Red Grapes","2041","73","Fresh fruit","no","N/A","190.50","https://intake24.co.uk/intake24-images/Grap7.jpg","0.00","N/A","190.50","yes","0.76","0.19","29.34","114.30","489.59","0.00","29.34","0.00","0.08","0.00","5.72","0.00","5.72","0.00","3.81","3.81","24.77","0.57","0.19","1.91"
